review_item_id,row_number,diagnostic_id,diagnostic_family,source_page_key,candidate_ids,review_status,review_decision,target_candidate_ids,corrected_bbox_xyxy,review_notes
Revision_1_-_Drawing_Changes_p0001_loose_localization_candidate_Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,30,Revision_1_-_Drawing_Changes_p0001_loose_localization_candidate_Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,loose_localization_candidate,Revision_1_-_Drawing_Changes:p0001,Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,reviewed,tighten,Revision_1_-_Drawing_Changes_6cbee960_p0001_whole_002,"[1702.944, 2092.453, 2400.011, 2533.573]","GPT-5.5 prefill, confidence 0.90: Candidate is a valid revision cloud/group but the red bbox is materially loose, especially above/left/right/below the visible cloud. The amber tight-member bbox closely encloses the visible cloud geometry and is appropriate for export tightening."
Revision_Set_7_p0002_loose_localization_candidate_Revision_Set_7_37f6066a_p0002_whole_001,31,Revision_Set_7_p0002_loose_localization_candidate_Revision_Set_7_37f6066a_p0002_whole_001,loose_localization_candidate,Revision_Set_7:p0002,Revision_Set_7_37f6066a_p0002_whole_001,reviewed,tighten,Revision_Set_7_37f6066a_p0002_whole_001,"[9375.019, 6530.049, 11473.39, 7514.619]","GPT-5.5 prefill, confidence 0.86: Loose-localization row: the red candidate bbox includes substantial extra whitespace/text around the visible revision cloud area. The amber tight-member bbox better localizes the detected cloud geometry for export."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_004,32,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_004,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_004,reviewed,reject_merge,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_004,,"GPT-5.5 prefill, confidence 0.93: The boxes correspond to separate revision-cloud/detail areas: the left candidate encloses the cloud around detail 8, while the right candidate is on a different adjacent cloud/detail 9. They are close horizontally but not fragments of one continuous cloud, so they should not be merged."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_005,33,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_005,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_005,reviewed,reject_merge,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_005,,"GPT-5.5 prefill, confidence 0.93: The boxes correspond to vertically adjacent but separate revision-cloud details (upper roof plank repair/detail 7 and lower roof joist repair/detail 8). They should remain separate; proximity/near edge contact is not sufficient to merge."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_002_Revision_Set_7_37f6066a_p0003_whole_007,34,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_002_Revision_Set_7_37f6066a_p0003_whole_007,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_002 | Revision_Set_7_37f6066a_p0003_whole_007,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_002 | Revision_Set_7_37f6066a_p0003_whole_007,,"GPT-5.5 prefill, confidence 0.82: The boxes appear to capture adjacent fragments of the same continuous revision cloud: the large right-side/top portion and the bottom scalloped segment connect as one enclosure around the roof wood post repair detail. Merge is appropriate rather than treating them as separate clouds."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_004,35,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_004,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_004,reviewed,reject_merge,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_004,,"GPT-5.5 prefill, confidence 0.90: The boxes correspond to two distinct revision cloud groups stacked near each other. They weakly overlap/abut along the boundary, but each encloses separate cloud geometry and different detail content, so they should not be merged."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_006,36,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_006,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_006,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_006,,"GPT-5.5 prefill, confidence 0.82: The horizontal top cloud fragment and the right/bottom cloud fragment appear to be connected portions of the same revision cloud, not separate groups. Merge is appropriate despite the large combined extent."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_004_Revision_Set_7_37f6066a_p0003_whole_007,37,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_004_Revision_Set_7_37f6066a_p0003_whole_007,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_004 | Revision_Set_7_37f6066a_p0003_whole_007,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_004 | Revision_Set_7_37f6066a_p0003_whole_007,,"GPT-5.5 prefill, confidence 0.82: The boxes appear to cover adjacent/overlapping fragments of the same revision cloud boundary: the larger candidate contains the left/upper/lower-left portions, while the second candidate continues the bottom scalloped segment to the right. No clear separate cloud is indicated between them."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_005_Revision_Set_7_37f6066a_p0003_whole_006,38,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_005_Revision_Set_7_37f6066a_p0003_whole_006,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_005 | Revision_Set_7_37f6066a_p0003_whole_006,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_005 | Revision_Set_7_37f6066a_p0003_whole_006,,"GPT-5.5 prefill, confidence 0.86: Both candidates appear to be fragments of the same large revision cloud: one captures the left/lower vertical portion and the other captures the top horizontal portion, with visible continuous scalloped cloud geometry across the overlap/corner. No clear evidence that either is a separate cloud or broad overmerge."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_002,39,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_002,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_002,reviewed,tighten,Revision_Set_7_37f6066a_p0003_whole_002,"[10880.0, 5097.562, 11457.45, 7268.958]","GPT-5.5 prefill, confidence 0.89: Loose-localization row: the red candidate bbox includes substantial whitespace around the visible revision cloud geometry, especially to the right and lower/upper margins. The amber tight-member bbox better matches the detected cloud edges in this crop."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_003,40,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_003,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003,reviewed,tighten,Revision_Set_7_37f6066a_p0003_whole_003,"[9796.398, 3009.84, 10708.842, 5081.873]","GPT-5.5 prefill, confidence 0.94: Candidate is a valid revision cloud group, but the red bbox is materially loose on all sides and reaches toward adjacent content/clouds. The amber tight-member bbox closely matches the visible central cloud geometry, so tighten before export."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_004,41,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_004,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_004,reviewed,tighten,Revision_Set_7_37f6066a_p0003_whole_004,"[9395.72, 5098.422, 9984.0, 7272.432]","GPT-5.5 prefill, confidence 0.90: Loose-localization row: the red candidate box includes substantial blank margin around the visible revision cloud, while the amber tight-member box closely follows the cloud geometry. Tighten to the provided tight member bbox."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_005,42,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_005,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_005,reviewed,reject_tighten,Revision_Set_7_37f6066a_p0003_whole_005,,"GPT-5.5 prefill, confidence 0.72: The amber tight-member box would cut off visible scalloped cloud geometry extending to the right/top/bottom, so it does not appear to be a better export bbox. The red box is not clearly materially too loose based on the visible cloud extent."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_006,43,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_006,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_006,reviewed,tighten,Revision_Set_7_37f6066a_p0003_whole_006,"[7632.996, 2999.364, 9983.008, 3092.254]","GPT-5.5 prefill, confidence 0.90: Loose-localization row: the red candidate box is materially too tall and wide, including surrounding text/whitespace. The amber tight-member bbox closely matches the visible revision cloud geometry for the detected members, so tightening is appropriate."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_007,44,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_007,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_007,reviewed,tighten,Revision_Set_7_37f6066a_p0003_whole_007,"[9807.574, 7203.114, 11072.0, 7278.588]","GPT-5.5 prefill, confidence 0.92: Loose-localization row: the red candidate bbox includes substantial surrounding title/text/leader whitespace, while the amber tight-member box closely follows the visible horizontal revision-cloud scallop segment. Tighten to the tight member bbox."
