review_item_id,row_number,diagnostic_id,diagnostic_family,source_page_key,candidate_ids,review_status,review_decision,target_candidate_ids,corrected_bbox_xyxy,review_notes
Revision_Set_7_p0002_loose_localization_candidate_Revision_Set_7_37f6066a_p0002_whole_001,31,Revision_Set_7_p0002_loose_localization_candidate_Revision_Set_7_37f6066a_p0002_whole_001,loose_localization_candidate,Revision_Set_7:p0002,Revision_Set_7_37f6066a_p0002_whole_001,reviewed,tighten_adjust,Revision_Set_7_37f6066a_p0002_whole_001,"[9375.019, 6530.049, 11473.39, 7514.619]","candidate should tighten, but the shown tight member box is not acceptable because it clips the cloud and the corrected geometry needs manual adjustment."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_004,32,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_004,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_004,reviewed,reject_merge,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_004,,"Separate clouds. Red candidate is acceptable. Blue candidate is partial/undercovered and should be expanded or merged with its missing same-cloud fragment, but not merged with red."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_005,33,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_001_Revision_Set_7_37f6066a_p0003_whole_005,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_005,reviewed,reject_merge,Revision_Set_7_37f6066a_p0003_whole_001 | Revision_Set_7_37f6066a_p0003_whole_005,,"Separate clouds. Red candidate is acceptable. Blue candidate is partial/undercovered and should be expanded or merged with its missing same-cloud fragment, but not merged with red."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_002_Revision_Set_7_37f6066a_p0003_whole_007,34,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_002_Revision_Set_7_37f6066a_p0003_whole_007,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_002 | Revision_Set_7_37f6066a_p0003_whole_007,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_002 | Revision_Set_7_37f6066a_p0003_whole_007,,"GPT-5.5 prefill, confidence 0.82: The boxes appear to capture adjacent fragments of the same continuous revision cloud: the large right-side/top portion and the bottom scalloped segment connect as one enclosure around the roof wood post repair detail. Merge is appropriate rather than treating them as separate clouds."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_004,35,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_004,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_004,reviewed,reject_merge,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_004,,Do not merge these candidates with each other; they are separate clouds. Both candidates are partial/undercovered and should be expanded or merged only with their respective same-cloud fragments.
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_006,36,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_003_Revision_Set_7_37f6066a_p0003_whole_006,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_006,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_003 | Revision_Set_7_37f6066a_p0003_whole_006,,"GPT-5.5 prefill, confidence 0.82: The horizontal top cloud fragment and the right/bottom cloud fragment appear to be connected portions of the same revision cloud, not separate groups. Merge is appropriate despite the large combined extent."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_004_Revision_Set_7_37f6066a_p0003_whole_007,37,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_004_Revision_Set_7_37f6066a_p0003_whole_007,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_004 | Revision_Set_7_37f6066a_p0003_whole_007,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_004 | Revision_Set_7_37f6066a_p0003_whole_007,,"GPT-5.5 prefill, confidence 0.82: The boxes appear to cover adjacent/overlapping fragments of the same revision cloud boundary: the larger candidate contains the left/upper/lower-left portions, while the second candidate continues the bottom scalloped segment to the right. They are part of the same revision cloud and should be merged."
Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_005_Revision_Set_7_37f6066a_p0003_whole_006,38,Revision_Set_7_p0003_fragment_merge_candidate_Revision_Set_7_37f6066a_p0003_whole_005_Revision_Set_7_37f6066a_p0003_whole_006,fragment_merge_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_005 | Revision_Set_7_37f6066a_p0003_whole_006,reviewed,merge,Revision_Set_7_37f6066a_p0003_whole_005 | Revision_Set_7_37f6066a_p0003_whole_006,,"GPT-5.5 prefill, confidence 0.86: Both candidates appear to be fragments of the same large revision cloud: one captures the left/lower vertical portion and the other captures the top horizontal portion, with visible continuous scalloped cloud geometry across the overlap/corner. They are part of the same revision cloud and should be merged."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_002,39,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_002,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_002,reviewed,expand,Revision_Set_7_37f6066a_p0003_whole_002,"[10880.0, 5097.562, 11457.45, 7268.958]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_003,40,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_003,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_003,reviewed,expand,Revision_Set_7_37f6066a_p0003_whole_003,"[9796.398, 3009.84, 10708.842, 5081.873]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten. only needs to expand to the left, adjacent cloud under shouldn't be encroached on any further."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_004,41,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_004,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_004,reviewed,expand,Revision_Set_7_37f6066a_p0003_whole_004,"[9395.72, 5098.422, 9984.0, 7272.432]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_005,42,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_005,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_005,reviewed,expand,Revision_Set_7_37f6066a_p0003_whole_005,,"Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_006,43,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_006,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_006,reviewed,expand,Revision_Set_7_37f6066a_p0003_whole_006,"[7632.996, 2999.364, 9983.008, 3092.254]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_007,44,Revision_Set_7_p0003_loose_localization_candidate_Revision_Set_7_37f6066a_p0003_whole_007,loose_localization_candidate,Revision_Set_7:p0003,Revision_Set_7_37f6066a_p0003_whole_007,reviewed,expand,Revision_Set_7_37f6066a_p0003_whole_007,"[9807.574, 7203.114, 11072.0, 7278.588]","Fragment/undercoverage case. Candidate misses full visible cloud extent; needs expand/merge handling, not tighten."
