random_crop_id,image_path,gpt_review_overlay,gpt_has_cloud,gpt_box_count,gpt_max_confidence,gpt_visual_types,human_quick_label,human_notes,sheet_id,sheet_title,page_number
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0198,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0198.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0198.jpg,False,0,0,,,,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0060,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0060.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0060.jpg,False,0,0,,,,S142,Project Number,6
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0156,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0156.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0156.jpg,False,0,0,,,,S142,Project Number,6
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030.jpg,False,0,0,,,,S142,NOTE:,7
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0054,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0054.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0054.jpg,False,0,0,,,,S142,NOTE:,7
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0090,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0090.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0090.jpg,False,0,0,,,,S142,NOTE:,7
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0180,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0180.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0180.jpg,False,0,0,,,,S142,NOTE:,7
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0042,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0042.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0042.jpg,False,0,0,,,,S140,PHOTO A-9,8
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126.jpg,False,0,0,,,,S140,PHOTO A-9,8
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0004,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0004.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0004.jpg,False,0,0,,,,AE108.2,patient room corridor wall per response to RFI 110.,1
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082.jpg,False,0,0,,,,AE108.2,patient room corridor wall per response to RFI 110.,1
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0058,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0058.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0058.jpg,False,0,0,,,,PL508,ATTACHMENTS: Itemized above.,3
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094.jpg,False,0,0,,,,PL508,ATTACHMENTS: Itemized above.,3
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0142,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0142.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0142.jpg,False,0,0,,,,PL508,ATTACHMENTS: Itemized above.,3
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0004_random_0124,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0004_random_0124.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0004_random_0124.jpg,False,0,0,,,,GI104,5TH FLOOR CODE ANALYSIS,5
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0006_random_0010,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0006_random_0010.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0006_random_0010.jpg,False,0,0,,,,AE401,SIM,7
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0070,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0070.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0007_random_0070.jpg,True,1,0.78,faint,,,AE401,TYP,8
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0148,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0148.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0148.jpg,False,0,0,,,,AE301,7.4,9
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0160,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0160.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0008_random_0160.jpg,False,0,0,,,,AE301,7.4,9
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0040,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0040.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0040.jpg,False,0,0,,,,AE402,HAC,10
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0052,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0052.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0052.jpg,False,0,0,,,,AE402,HAC,10
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0118,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0118.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0118.jpg,False,0,0,,,,AE402,HAC,10
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0196,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0196.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0009_random_0196.jpg,False,0,0,,,,AE402,HAC,10
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0022,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0022.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0011_random_0022.jpg,False,0,0,,,,AE125,7.4,12
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0172,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0172.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0172.jpg,False,0,0,,,,AE403,SHIPPING/,13
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0028,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0028.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0028.jpg,False,0,0,,,,AE514,"1' - 0""",14
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0166,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0166.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0166.jpg,False,0,0,,,,A5109D,7.1,16
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0178,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0178.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0178.jpg,False,0,0,,,,AE611,SEE SCHEDULE,18
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136.jpg,False,0,0,,,,P-418,"EXISTING 4"" SS DN",24
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112.jpg,False,0,0,,,,P-418,"4"" SS",25
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190.jpg,False,0,0,,,,P-418,"4"" SS",25
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0016,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0016.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0016.jpg,False,0,0,,,,P-809,TP-2,26
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0034,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0034.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0034.jpg,False,0,0,,,,P-809,TP-2,26
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0076,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0076.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0076.jpg,False,0,0,,,,P-809,TP-2,26
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0046,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0046.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0046.jpg,False,0,0,,,,P-418,FD-C,27
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0064,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0064.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0064.jpg,False,0,0,,,,P-418,FD-C,27
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0088,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0088.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0088.jpg,True,1,0.72,partial,,,P-418,FD-C,27
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0100,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0100.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0100.jpg,True,1,0.67,partial,,,P-418,FD-C,27
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0154,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0154.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0028_random_0154.jpg,False,0,0,,,,P-418,WCO,29
260313_-_VA_Biloxi_Rev_3_ff19da68_p0008_random_0047,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0008_random_0047.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0008_random_0047.jpg,False,0,0,,,,A156.26,"1. Listed under Category N in BHMA's ""Certified Product Directory.""",9
260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005.jpg,False,0,0,,,,A156.6,B. Provide protective plates and door edging as specified below:,17
260313_-_VA_Biloxi_Rev_3_ff19da68_p0027_random_0167,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0027_random_0167.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0027_random_0167.jpg,True,1,0.98,partial,,,TA2314,US32D,28
260313_-_VA_Biloxi_Rev_3_ff19da68_p0032_random_0089,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0032_random_0089.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0032_random_0089.jpg,False,0,0,,,,S773D,Set: 18.0,33
260313_-_VA_Biloxi_Rev_3_ff19da68_p0037_random_0191,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0037_random_0191.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0037_random_0191.jpg,False,0,0,,,,S773D,Set: 30.0,38
260313_-_VA_Biloxi_Rev_3_ff19da68_p0040_random_0125,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0040_random_0125.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0040_random_0125.jpg,False,0,0,,,,C-913,2 Track System,41
260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053.jpg,False,0,0,,,,A112.19,"elongated bowl, siphon jet, wall outlet, with bedpan lugs-bedpan",46
260313_-_VA_Biloxi_Rev_3_ff19da68_p0068_random_0095,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0068_random_0095.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0068_random_0095.jpg,False,0,0,,,,,B. This Section includes a Physical Access Control System consisting of a,69
260313_-_VA_Biloxi_Rev_3_ff19da68_p0078_random_0119,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0078_random_0119.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0078_random_0119.jpg,False,0,0,,,,,each Section. Mark each tab to indicate contents.,79
260313_-_VA_Biloxi_Rev_3_ff19da68_p0094_random_0011,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0094_random_0011.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0094_random_0011.jpg,False,0,0,,,,,,95
260313_-_VA_Biloxi_Rev_3_ff19da68_p0094_random_0179,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0094_random_0179.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0094_random_0179.jpg,False,0,0,,,,,,95
260313_-_VA_Biloxi_Rev_3_ff19da68_p0100_random_0041,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0100_random_0041.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0100_random_0041.jpg,False,0,0,,,,C62.41,Low-Voltage AC Power Circuits,101
260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071.jpg,False,0,0,,,,,adjustments or other non-scheduled work. See also General Project,105
260313_-_VA_Biloxi_Rev_3_ff19da68_p0105_random_0143,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0105_random_0143.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0105_random_0143.jpg,False,0,0,,,,,E. Schedule of Work,106
260313_-_VA_Biloxi_Rev_3_ff19da68_p0121_random_0065,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0121_random_0065.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0121_random_0065.jpg,False,0,0,,,,,b. Each schedule shall be composed of a minimum of two dates with,122
260313_-_VA_Biloxi_Rev_3_ff19da68_p0123_random_0029,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0123_random_0029.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0123_random_0029.jpg,False,0,0,,,,,,124
260313_-_VA_Biloxi_Rev_3_ff19da68_p0125_random_0113,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0125_random_0113.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0125_random_0113.jpg,False,0,0,,,,,,126
260313_-_VA_Biloxi_Rev_3_ff19da68_p0126_random_0023,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0126_random_0023.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0126_random_0023.jpg,False,0,0,,,,,,127
260313_-_VA_Biloxi_Rev_3_ff19da68_p0129_random_0017,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0129_random_0017.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0129_random_0017.jpg,False,0,0,,,,,,130
260313_-_VA_Biloxi_Rev_3_ff19da68_p0129_random_0197,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0129_random_0197.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0129_random_0197.jpg,False,0,0,,,,,,130
260313_-_VA_Biloxi_Rev_3_ff19da68_p0132_random_0185,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0132_random_0185.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0132_random_0185.jpg,False,0,0,,,,,,133
260313_-_VA_Biloxi_Rev_3_ff19da68_p0135_random_0083,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0135_random_0083.png,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops\gpt_review\260313_-_VA_Biloxi_Rev_3_ff19da68_p0135_random_0083.jpg,False,0,0,,,,,,136
