review_group,random_crop_id,image_path,label_path,gpt_overlay_path,gpt_has_cloud,gpt_box_count,gpt_max_confidence,gpt_visual_types,human_quick_label,human_notes,sheet_id,sheet_title,page_number
negative_spotcheck,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0126.jpg,False,0,0,,,,S140,PHOTO A-9,8
negative_spotcheck,260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0101,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0101.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0101.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260313_-_VA_Biloxi_Rev_3_ff19da68_p0185_random_0101.jpg,False,0,0,,,,MH301,VAV,186
negative_spotcheck,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0000_random_0082.jpg,False,0,0,,,,AE108.2,patient room corridor wall per response to RFI 110.,1
negative_spotcheck,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0036.jpg,False,0,0,,,,S160,"AEMS, PLLC",4
negative_spotcheck,Revision_Set_7_37f6066a_p0000_random_0091,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\Revision_Set_7_37f6066a_p0000_random_0091.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\Revision_Set_7_37f6066a_p0000_random_0091.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\Revision_Set_7_37f6066a_p0000_random_0091.jpg,False,0,0,,,,S130,"a. Add Details 7, 8 and 9 for wood decking, joist and post repair due to water damage.",1
negative_spotcheck,Revision_Set_7_37f6066a_p0000_random_0151,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\Revision_Set_7_37f6066a_p0000_random_0151.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\Revision_Set_7_37f6066a_p0000_random_0151.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\Revision_Set_7_37f6066a_p0000_random_0151.jpg,False,0,0,,,,S130,"a. Add Details 7, 8 and 9 for wood decking, joist and post repair due to water damage.",1
negative_spotcheck,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0190.jpg,False,0,0,,,,P-418,"4"" SS",25
negative_spotcheck,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0099,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0099.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0099.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0099.jpg,False,0,0,,,,PL302,EXISTING 1ST FLOOR - MED GAS,1
negative_spotcheck,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0030.jpg,False,0,0,,,,S142,NOTE:,7
negative_spotcheck,Revision_Set_7_37f6066a_p0000_random_0127,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\Revision_Set_7_37f6066a_p0000_random_0127.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\Revision_Set_7_37f6066a_p0000_random_0127.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\Revision_Set_7_37f6066a_p0000_random_0127.jpg,False,0,0,,,,S130,"a. Add Details 7, 8 and 9 for wood decking, joist and post repair due to water damage.",1
negative_spotcheck,260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0129.jpg,False,0,0,,,,PL305,4TH FLOOR - MED GAS,2
negative_spotcheck,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0186.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
negative_spotcheck,260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260313_-_VA_Biloxi_Rev_3_ff19da68_p0016_random_0005.jpg,False,0,0,,,,A156.6,B. Provide protective plates and door edging as specified below:,17
negative_spotcheck,Revision_Set_7_37f6066a_p0000_random_0157,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\Revision_Set_7_37f6066a_p0000_random_0157.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\Revision_Set_7_37f6066a_p0000_random_0157.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\Revision_Set_7_37f6066a_p0000_random_0157.jpg,False,0,0,,,,S130,"a. Add Details 7, 8 and 9 for wood decking, joist and post repair due to water damage.",1
negative_spotcheck,260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260313_-_VA_Biloxi_Rev_3_ff19da68_p0104_random_0071.jpg,False,0,0,,,,,adjustments or other non-scheduled work. See also General Project,105
negative_spotcheck,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0023_random_0136.jpg,False,0,0,,,,P-418,"EXISTING 4"" SS DN",24
negative_spotcheck,Revision_Set_7_37f6066a_p0000_random_0055,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\Revision_Set_7_37f6066a_p0000_random_0055.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\Revision_Set_7_37f6066a_p0000_random_0055.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\Revision_Set_7_37f6066a_p0000_random_0055.jpg,False,0,0,,,,S130,"a. Add Details 7, 8 and 9 for wood decking, joist and post repair due to water damage.",1
negative_spotcheck,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0002_random_0094.jpg,False,0,0,,,,PL508,ATTACHMENTS: Itemized above.,3
negative_spotcheck,260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0001_random_0162.jpg,False,0,0,,,,AE102,2ND FLOOR PLAN - SHELL,2
negative_spotcheck,260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0024_random_0112.jpg,False,0,0,,,,P-418,"4"" SS",25
negative_spotcheck,260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053.png,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\labels\260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053.txt,F:\Desktop\m\projects\kevision\CloudHammer\data\temp_random_gpt_review_queue\gpt_overlays\260313_-_VA_Biloxi_Rev_3_ff19da68_p0045_random_0053.jpg,False,0,0,,,,A112.19,"elongated bowl, siphon jet, wall outlet, with bedpan lugs-bedpan",46
