random_crop_id,image_path,sheet_id,sheet_title,page_number,ink_ratio,human_quick_label,human_notes
Revision_1_-_Drawing_Changes_6cbee960_p0039_random_0095,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0039_random_0095.png,P-418,CS-1,40,0.069063,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0096,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0096.png,P-418,FD-C,27,0.144629,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0097,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0097.png,S142,NOTE:,7,0.815317,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0175_random_0098,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0175_random_0098.png,P-418,"EXISTING 4"" SS DN",176,0.094855,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0099,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0099.png,PL306,5TH FLOOR - MED GAS,3,0.125102,,
Revision_Set_7_37f6066a_p0002_random_0100,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0100.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.102857,,
Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0101,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0101.png,E301,SCHEDULES.,49,0.044013,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0102,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0102.png,A5075,"RECEPTACLE, DUPLEX",19,0.079768,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0103,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0103.png,S142,Project Number,6,0.367492,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0183_random_0104,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0183_random_0104.png,MH501,DETAILS - HVAC,184,0.027495,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0105,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0105.png,PL302,EXISTING 1ST FLOOR - MED GAS,1,0.05714,,
Revision_Set_7_37f6066a_p0003_random_0106,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0106.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.02076,,
Revision_1_-_Drawing_Changes_6cbee960_p0049_random_0107,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0049_random_0107.png,EP104,"3 - 3-1/2""C.",50,0.020123,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0108,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0108.png,P-418,CS-1,28,0.035073,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0109,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0109.png,S160,"AEMS, PLLC",4,0.029297,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0195_random_0110,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0195_random_0110.png,E001,SYMBOLS  LIST.,196,0.017949,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0111,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0111.png,PL306,5TH FLOOR - MED GAS,3,0.00258,,
Revision_Set_7_37f6066a_p0003_random_0112,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0112.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.051073,,
Revision_1_-_Drawing_Changes_6cbee960_p0040_random_0113,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0040_random_0113.png,P-418,WCO,41,0.086972,,
Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0114,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0114.png,AE401,SIM,1,0.075642,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0115,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0115.png,S140,PHOTO A-9,8,0.7603,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0116,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0190_random_0116.png,E403,PANEL SCHEDULES - ELECTRICAL,191,0.023565,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0117,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0117.png,PL307,ATTIC - MED GAS,4,0.024539,,
Revision_Set_7_37f6066a_p0002_random_0118,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0118.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.011123,,
Revision_1_-_Drawing_Changes_6cbee960_p0014_random_0119,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0014_random_0119.png,AE403,SHIPPING/,15,0.096331,,
Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0120,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Drawing_Rev2-_Steel_Grab_Bars_R1_AE107.1_9b6a81f4_p0000_random_0120.png,AE401,SIM,1,0.158027,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0121,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0121.png,S142,Project Number,6,0.580448,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0195_random_0122,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0195_random_0122.png,E001,SYMBOLS  LIST.,196,0.07798,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0123,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0123.png,PL307,ATTIC - MED GAS,4,0.039134,,
Revision_Set_7_37f6066a_p0002_random_0124,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0124.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.033329,,
Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0125,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0125.png,AE125,ENLARGED FLOOR PLANS,20,0.053057,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0020_random_0126,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0020_random_0126.png,P-418,"1/2"" CW,",21,0.08228,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0127,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0127.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.020037,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0181_random_0128,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0181_random_0128.png,PL105,DRAWING SYMBOLS,182,0.036783,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0129,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0129.png,PL307,ATTIC - MED GAS,4,0.044849,,
Revision_Set_7_37f6066a_p0003_random_0130,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0130.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.044511,,
Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0131,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0021_random_0131.png,AE401,PLAN DETAILS,22,0.122693,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0132,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0025_random_0132.png,P-809,TP-2,26,0.056773,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0133,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0006_random_0133.png,S142,NOTE:,7,0.732549,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_random_0134,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0173_random_0134.png,P-418,FD-C,174,0.12397,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0135,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0135.png,PL305,4TH FLOOR - MED GAS,2,0.052088,,
Revision_Set_7_37f6066a_p0002_random_0136,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0136.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.003417,,
Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0137,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0019_random_0137.png,AE125,ENLARGED FLOOR PLANS,20,0.045422,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0138,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0017_random_0138.png,AE611,SEE SCHEDULE,18,0.034421,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0139,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0007_random_0139.png,S140,PHOTO A-9,8,0.539594,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0182_random_0140,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0182_random_0140.png,MH403,CONTROLS - HVAC,183,0.071889,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0141,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0141.png,PL307,ATTIC - MED GAS,4,0.002033,,
Revision_Set_7_37f6066a_p0003_random_0142,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0142.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.071084,,
Revision_1_-_Drawing_Changes_6cbee960_p0027_random_0143,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0027_random_0143.png,AE612,DOOR AND WINDOW DETAILS,28,0.070413,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0144,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0015_random_0144.png,A5109D,7.1,16,0.069858,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0145,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0145.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.026439,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0146,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0146.png,P-418,"1/2"" CW,",173,0.129225,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0147,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0147.png,PL305,4TH FLOOR - MED GAS,2,0.138086,,
Revision_Set_7_37f6066a_p0002_random_0148,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0148.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.102595,,
Revision_1_-_Drawing_Changes_6cbee960_p0028_random_0149,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0028_random_0149.png,AE124,SIM,29,0.046985,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0150,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0012_random_0150.png,AE403,SHIPPING/,13,0.168147,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0151,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0151.png,S142,Project Number,6,0.909339,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0152,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0152.png,E001,SYMBOLS  LIST.,197,0.060876,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0153,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0000_random_0153.png,PL302,EXISTING 1ST FLOOR - MED GAS,1,0.035549,,
Revision_Set_7_37f6066a_p0003_random_0154,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0154.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.030342,,
Revision_1_-_Drawing_Changes_6cbee960_p0045_random_0155,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0045_random_0155.png,MH301,LOCKABLE COVER,46,0.008286,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0019_random_0156,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0019_random_0156.png,,,20,0.021986,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0157,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0157.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.011602,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0177_random_0158,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0177_random_0158.png,P-420,FD-C,178,0.062616,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0159,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0159.png,PL307,ATTIC - MED GAS,4,0.038527,,
Revision_Set_7_37f6066a_p0002_random_0160,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0160.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.025812,,
Revision_1_-_Drawing_Changes_6cbee960_p0028_random_0161,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0028_random_0161.png,AE124,SIM,29,0.105708,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0162,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0018_random_0162.png,A5075,"RECEPTACLE, DUPLEX",19,0.040437,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0163,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0003_random_0163.png,S160,"AEMS, PLLC",4,0.019757,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0164,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0192_random_0164.png,EP101,GFI,193,0.176979,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0165,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0165.png,PL306,5TH FLOOR - MED GAS,3,0.045464,,
Revision_Set_7_37f6066a_p0002_random_0166,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0166.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.00676,,
Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0167,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0048_random_0167.png,E301,SCHEDULES.,49,0.096606,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0168,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0027_random_0168.png,P-418,CS-1,28,0.027786,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0169,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0169.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.018931,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0170,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0191_random_0170.png,E405,PANEL SCHEDULES - ELECTRICAL,192,0.00546,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0171,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0171.png,PL306,5TH FLOOR - MED GAS,3,0.004846,,
Revision_Set_7_37f6066a_p0003_random_0172,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0172.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.014943,,
Revision_1_-_Drawing_Changes_6cbee960_p0012_random_0173,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0012_random_0173.png,AE600,"3' - 0""",13,0.055112,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0174,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0021_random_0174.png,P-418,FD-C,22,0.004936,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0175,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0175.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.038773,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0176,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0172_random_0176.png,P-418,"1/2"" CW,",173,0.0769,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0177,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0002_random_0177.png,PL306,5TH FLOOR - MED GAS,3,0.005489,,
Revision_Set_7_37f6066a_p0003_random_0178,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0003_random_0178.png,C10,"PLATE 5/16""X4""X0'-6""",4,0.092609,,
Revision_1_-_Drawing_Changes_6cbee960_p0016_random_0179,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0016_random_0179.png,AE514,SIM,17,0.093906,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0180,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0026_random_0180.png,P-418,FD-C,27,0.023715,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0181,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0005_random_0181.png,S142,Project Number,6,0.465664,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0182,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0196_random_0182.png,E001,SYMBOLS  LIST.,197,0.062216,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0183,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0003_random_0183.png,PL307,ATTIC - MED GAS,4,0.012227,,
Revision_Set_7_37f6066a_p0002_random_0184,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_Set_7_37f6066a_p0002_random_0184.png,S140,EXISTING RUBBISH CHUTE TO BE MODIFIED FOR NEW OPENING - REFER,3,0.010921,,
Revision_1_-_Drawing_Changes_6cbee960_p0038_random_0185,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\Revision_1_-_Drawing_Changes_6cbee960_p0038_random_0185.png,P-418,FD-C,39,0.019749,,
260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0186,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260309_-_Drawing_Rev2-_Steel_Grab_Bars_75d983f3_p0013_random_0186.png,AE514,"1' - 0""",14,0.023896,,
260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0187,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260303-VA_Biloxi_Rev_5_RFI-126_56f520d9_p0004_random_0187.png,S140,"(E) BRACE FRAME, STITCH WELD CHANNEL TO TOP TUBE OF FRAME WITH BEVEL",5,0.035509,,
260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0188,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260313_-_VA_Biloxi_Rev_3_ff19da68_p0180_random_0188.png,P-418,WCO,181,0.014419,,
260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0189,F:\Desktop\m\projects\kevision\CloudHammer\data\random_drawing_crops_broad_20260427\images\260219_-_VA_Biloxi_Rev_4_Plumbing_1_bed93137_p0001_random_0189.png,PL305,4TH FLOOR - MED GAS,2,0.140185,,
